epoch,train_loss,valid_loss,accuracy,time
0,1.0051947832107544,0.5583183765411377,0.8480529189109802,01:26
1,0.9951133728027344,0.5714657306671143,0.8480529189109802,01:26
2,1.0290645360946655,0.8280852437019348,0.7795876860618591,01:26
3,1.1259106397628784,0.7043066024780273,0.7946042418479919,01:27
4,1.146183967590332,0.8535416126251221,0.72868412733078,01:28
5,1.1787968873977661,0.6884617805480957,0.7867141962051392,01:28
6,1.1761287450790405,0.8570886850357056,0.7294477224349976,01:27
7,1.1879328489303589,0.6288718581199646,0.8075846433639526,01:26
8,1.1475399732589722,0.8058059811592102,0.7500636577606201,01:26
9,1.1292446851730347,0.613559365272522,0.8045304417610168,01:26
10,1.1051567792892456,0.6708853840827942,0.8080936670303345,01:28
11,1.0940297842025757,0.6420577764511108,0.8182743787765503,01:28
12,1.055604100227356,0.5632290840148926,0.831254780292511,01:27
13,1.0462145805358887,0.570636510848999,0.8388903141021729,01:27
14,1.019216537475586,0.5536336302757263,0.8393993377685547,01:26
15,1.0232830047607422,0.5438206791877747,0.8449987173080444,01:26
16,0.9944088459014893,0.5371107459068298,0.8475438952445984,01:26
17,1.0036739110946655,0.5289095044136047,0.8475438952445984,01:26
18,0.9998512864112854,0.5261892676353455,0.8500890731811523,01:26
19,0.9867907166481018,0.5292788743972778,0.8483074307441711,01:28
