epoch,train_loss,valid_loss,accuracy,time
0,2.3425416946411133,2.2976391315460205,0.16772715747356415,01:24
1,2.042031764984131,2.420888662338257,0.28887757658958435,01:24
2,1.8280125856399536,1.7819428443908691,0.3438533842563629,01:25
3,1.7310596704483032,1.6231434345245361,0.431661993265152,01:24
4,1.626853346824646,1.5228726863861084,0.4550776183605194,01:24
