epoch,train_loss,valid_loss,accuracy,time
0,2.0007197856903076,2.2728919982910156,0.25299057364463806,01:24
1,1.972369909286499,1.8779085874557495,0.34588953852653503,01:25
2,1.8501745462417603,2.345560312271118,0.2293204367160797,01:24
3,1.739919662475586,1.5389853715896606,0.45431408286094666,01:24
4,1.6576406955718994,2.276193618774414,0.28582337498664856,01:25
5,1.5147196054458618,1.2964342832565308,0.5545940399169922,01:25
6,1.4071191549301147,1.732676386833191,0.4092644453048706,01:25
7,1.2564514875411987,1.1041229963302612,0.6192415356636047,01:25
8,1.1624796390533447,1.4967734813690186,0.5143802762031555,01:25
9,1.0766175985336304,0.9299564957618713,0.6950877904891968,01:25
10,1.0048600435256958,0.9830161929130554,0.6569101810455322,01:25
11,0.9018645882606506,0.8011037111282349,0.7340289950370789,01:26
12,0.8477383852005005,0.9310048818588257,0.6785441637039185,01:26
13,0.7556666135787964,0.7373168468475342,0.7571901082992554,01:26
14,0.6960834264755249,0.7197856903076172,0.7696614861488342,01:26
15,0.6502682566642761,0.646706223487854,0.7879867553710938,01:25
16,0.6189783215522766,0.6281003355979919,0.7953677773475647,01:25
17,0.5731799602508545,0.6156653165817261,0.8030033111572266,01:25
18,0.5358392000198364,0.6029974222183228,0.8042758703231812,01:25
19,0.5502472519874573,0.6078569293022156,0.8060575127601624,01:25
