epoch,train_loss,valid_loss,accuracy,time
0,2.216362953186035,2.857274293899536,0.18783405423164368,01:23
1,2.18233585357666,2.145897388458252,0.23644693195819855,01:23
2,2.1409730911254883,2.3065195083618164,0.19546958804130554,01:23
3,2.1789534091949463,2.299800157546997,0.17612624168395996,01:23
4,2.164857864379883,2.255089044570923,0.14125731587409973,01:22
5,2.145181655883789,2.596717357635498,0.1901247203350067,01:22
6,2.1022918224334717,2.359997510910034,0.17459914088249207,01:23
7,2.0679571628570557,1.9605952501296997,0.2631712853908539,01:23
8,2.0367414951324463,2.305535078048706,0.23644693195819855,01:23
9,2.0239181518554688,1.9126511812210083,0.29676762223243713,01:23
10,2.0014724731445312,1.9345041513442993,0.29854923486709595,01:22
11,1.952612042427063,1.839531421661377,0.3306184709072113,01:23
12,1.9123283624649048,1.8306289911270142,0.34614405035972595,01:23
13,1.8912972211837769,1.708611249923706,0.37923136353492737,01:23
14,1.8430556058883667,1.6578593254089355,0.4158819019794464,01:23
15,2.0132453441619873,1.8150032758712769,0.34945279359817505,01:23
16,1.883033037185669,1.6664031744003296,0.4006108343601227,01:23
17,1.808213233947754,1.6194082498550415,0.41689997911453247,01:23
18,1.7910552024841309,1.6119743585586548,0.41842707991600037,01:23
19,1.7657606601715088,1.6085948944091797,0.4189361035823822,01:23
