epoch,train_loss,valid_loss,accuracy,time
0,2.0475311279296875,2.187260627746582,0.2746245861053467,01:26
1,1.9795931577682495,2.0519156455993652,0.29676762223243713,01:26
2,1.862926959991455,3.30046010017395,0.14202086627483368,01:27
3,1.7853182554244995,1.7535229921340942,0.3975566327571869,01:27
4,1.6817905902862549,2.075206756591797,0.32196488976478577,01:27
5,1.5539007186889648,1.5118426084518433,0.47569355368614197,01:27
6,1.420000672340393,1.4832048416137695,0.4823110103607178,01:27
7,1.284367561340332,1.1086369752883911,0.6098243594169617,01:27
8,1.1903008222579956,1.259691596031189,0.567065417766571,01:27
9,1.1032549142837524,0.8988381028175354,0.6828709840774536,01:27
10,0.9741953015327454,0.953370988368988,0.6701450943946838,01:27
11,0.8998947143554688,0.7629038691520691,0.7396283745765686,01:27
12,0.8315152525901794,0.7536253929138184,0.745482325553894,01:26
13,0.7636234760284424,0.7300779819488525,0.7526088356971741,01:26
14,0.717920184135437,0.6655153632164001,0.7839145064353943,01:27
15,0.6683539748191833,0.6151259541511536,0.7933316230773926,01:27
16,0.5963717103004456,0.6142416596412659,0.7948587536811829,01:27
17,0.5625981092453003,0.5802064538002014,0.8045304417610168,01:28
18,0.5422484874725342,0.584662675857544,0.8086026906967163,01:27
19,0.5242734551429749,0.5878323912620544,0.8068210482597351,01:27
