epoch,train_loss,valid_loss,accuracy,top_3_accuracy,top_2_accuracy,time
0,2.076486587524414,1.9610825777053833,0.31203868985176086,0.6301857829093933,0.4942733645439148,01:27
1,1.982688307762146,1.8337265253067017,0.35250699520111084,0.6714176535606384,0.5469585061073303,01:26
2,1.9324955940246582,1.8229830265045166,0.35607025027275085,0.7004326581954956,0.5726647973060608,01:27
3,1.8676360845565796,1.713699221611023,0.3980656564235687,0.7218121886253357,0.601679801940918,01:28
4,1.8234707117080688,1.854479432106018,0.387630432844162,0.6907610297203064,0.5706286430358887,01:27
5,1.7794908285140991,1.5445995330810547,0.4711122512817383,0.7821328639984131,0.6739628314971924,01:27
6,1.7498475313186646,1.9185136556625366,0.3290913701057434,0.6701450943946838,0.5349962115287781,01:28
7,1.7184687852859497,1.355594515800476,0.5311784148216248,0.8259099125862122,0.7279205918312073,01:27
8,1.6589279174804688,2.7616050243377686,0.2654619514942169,0.5640112161636353,0.4471875727176666,01:27
9,1.595986247062683,1.3723242282867432,0.5220157504081726,0.8200560212135315,0.7134130597114563,01:27
10,1.5176751613616943,1.7215842008590698,0.4013743996620178,0.768134355545044,0.6416391134262085,01:27
11,1.4676806926727295,1.3783718347549438,0.5400865077972412,0.8279460668563843,0.7325019240379333,01:26
12,1.4153374433517456,1.6042951345443726,0.45914989709854126,0.7694069743156433,0.6703996062278748,01:26
13,1.3344534635543823,1.1574288606643677,0.603970468044281,0.8666327595710754,0.7905319333076477,01:27
14,1.306991457939148,1.7174838781356812,0.4372614026069641,0.7375922799110413,0.6301857829093933,01:25
15,1.2725601196289062,1.0187547206878662,0.6513107419013977,0.8900483846664429,0.81674724817276,01:24
16,1.244936227798462,1.3171175718307495,0.5586663484573364,0.8536523580551147,0.7579537034034729,01:24
17,1.2001259326934814,0.9334004521369934,0.6925426125526428,0.9058284759521484,0.8411809802055359,01:24
18,1.1573477983474731,1.3645676374435425,0.5512853264808655,0.8226011991500854,0.7393738627433777,01:24
19,1.103308081626892,0.8231310248374939,0.7266479730606079,0.9195724129676819,0.8666327595710754,01:24
20,1.1171683073043823,1.1942172050476074,0.6294222474098206,0.8391448259353638,0.7765334844589233,01:25
21,1.0443001985549927,0.7173292636871338,0.7650801539421082,0.9325528144836426,0.8831763863563538,01:24
22,1.0224899053573608,0.8756654858589172,0.7103588581085205,0.9027742147445679,0.8490710258483887,01:26
23,1.0048035383224487,0.9312804341316223,0.7004326581954956,0.9035378098487854,0.840926468372345,01:26
24,0.9658236503601074,1.3975416421890259,0.5461949706077576,0.8231102228164673,0.728938639163971,01:26
25,0.975644588470459,0.6981745362281799,0.7635530829429626,0.9356070160865784,0.8908119201660156,01:26
26,0.9447702765464783,0.9416733384132385,0.6925426125526428,0.9009926319122314,0.8330364227294922,01:26
27,0.9177612662315369,0.7152138948440552,0.7739883065223694,0.9333163499832153,0.8938661217689514,01:26
28,0.8723506927490234,0.9022417068481445,0.7241028547286987,0.9198269248008728,0.8623059391975403,01:25
29,0.877762496471405,0.635708212852478,0.7961313128471375,0.9366251230239868,0.8992109894752502,01:27
30,0.8261274099349976,0.7657438516616821,0.7518452405929565,0.9226266145706177,0.8740137219429016,01:28
31,0.845909833908081,0.6568170785903931,0.7938406467437744,0.9386612176895142,0.8989564776420593,01:27
32,0.794135332107544,0.9921464323997498,0.6770170331001282,0.897429347038269,0.8373631834983826,01:27
33,0.7883486151695251,0.5980646014213562,0.8042758703231812,0.9470603466033936,0.9127004146575928,01:27
34,0.7928612232208252,0.914600670337677,0.692033588886261,0.8946296572685242,0.828964114189148,01:28
35,0.7845631837844849,0.5807859301567078,0.8030033111572266,0.9503690600395203,0.9155001044273376,01:27
36,0.7506527304649353,0.6062036156654358,0.7986764907836914,0.9437515735626221,0.909646213054657,01:27
37,0.7275147438049316,0.5504876971244812,0.8236192464828491,0.9539322853088379,0.9185543656349182,01:27
38,0.7023645043373108,0.7408007979393005,0.782387375831604,0.9373886585235596,0.8925935626029968,01:27
39,0.692488968372345,0.5344995856285095,0.8376176953315735,0.9569864869117737,0.9256808161735535,01:26
40,0.6753759980201721,0.6395725011825562,0.8058030009269714,0.9450241923332214,0.9055739641189575,01:26
41,0.6436180472373962,0.6072965860366821,0.8246372938156128,0.9539322853088379,0.9200814366340637,01:26
42,0.6421058177947998,0.5624397993087769,0.81674724817276,0.9506235718727112,0.9132094383239746,01:26
43,0.6070006489753723,0.5104392766952515,0.8350725173950195,0.9587681293487549,0.9266989231109619,01:26
44,0.6186795234680176,0.5756306648254395,0.8223466277122498,0.9513871073722839,0.9182997941970825,01:26
45,0.5908529162406921,0.5591826438903809,0.8315092921257019,0.9529142379760742,0.9223721027374268,01:25
46,0.5639715194702148,0.5701066851615906,0.8302366733551025,0.9569864869117737,0.9226266145706177,01:25
47,0.5601298809051514,0.505683183670044,0.8452532291412354,0.9613133072853088,0.9322983026504517,01:26
48,0.5518760085105896,0.5331091284751892,0.8406718969345093,0.9562229514122009,0.9259353280067444,01:26
49,0.5334568023681641,0.5060498714447021,0.8511071801185608,0.9595316648483276,0.9315347671508789,01:26
50,0.5251938700675964,0.5373618602752686,0.8444896936416626,0.9552049040794373,0.9266989231109619,01:26
51,0.5183075666427612,0.5374041199684143,0.8500890731811523,0.958513617515564,0.9274624586105347,01:26
52,0.4909341633319855,0.5138598680496216,0.8541613817214966,0.9618223309516907,0.9340799450874329,01:25
53,0.47380736470222473,0.5056983828544617,0.8546704053878784,0.9600407481193542,0.9322983026504517,01:26
54,0.457532674074173,0.5306316018104553,0.8498345613479614,0.9562229514122009,0.9320437908172607,01:26
55,0.45195722579956055,0.4893559515476227,0.8592517375946045,0.9623313546180725,0.9399338364601135,01:26
56,0.4334028959274292,0.5163230299949646,0.8615424036979675,0.9602952599525452,0.9343344569206238,01:26
57,0.42324474453926086,0.49387648701667786,0.8651056289672852,0.9636039733886719,0.9371341466903687,01:25
58,0.416315495967865,0.5040138363838196,0.8605242967605591,0.9613133072853088,0.9350979924201965,01:26
59,0.3935137987136841,0.5028802156448364,0.8658691644668579,0.9628404378890991,0.9404428601264954,01:25
60,0.38640639185905457,0.523271381855011,0.8625604510307312,0.96309494972229,0.9373886585235596,01:26
61,0.38051146268844604,0.5124685168266296,0.8663781881332397,0.9618223309516907,0.9401883482933044,01:26
62,0.36660006642341614,0.4934785068035126,0.870450496673584,0.9671671986579895,0.946296751499176,01:25
63,0.35938572883605957,0.49463754892349243,0.8676508069038391,0.9653856158256531,0.9409518837928772,01:24
64,0.3304781913757324,0.5149601101875305,0.8694324493408203,0.9648765325546265,0.9422245025634766,01:25
65,0.329403817653656,0.5021460652351379,0.8701959848403931,0.9646220207214355,0.9419699907302856,01:26
66,0.34556081891059875,0.5083757638931274,0.8696869611740112,0.9618223309516907,0.9406973719596863,01:26
67,0.33171558380126953,0.48902854323387146,0.8712140321731567,0.9638584852218628,0.9406973719596863,01:25
68,0.3303719758987427,0.5254800319671631,0.8699414730072021,0.963349461555481,0.9406973719596863,01:25
69,0.32025426626205444,0.49340903759002686,0.8729956746101379,0.965640127658844,0.9450241923332214,01:24
70,0.32356521487236023,0.4941083490848541,0.872741162776947,0.9666581749916077,0.944006085395813,01:24
71,0.2974364757537842,0.4775196611881256,0.8750318288803101,0.9661491513252258,0.9452787041664124,01:25
72,0.32242098450660706,0.48065507411956787,0.8783405423164368,0.965640127658844,0.9460422396659851,01:26
73,0.2870204746723175,0.4805944561958313,0.877577006816864,0.9686943292617798,0.9457877278327942,01:25
74,0.28698819875717163,0.47758281230926514,0.8760498762130737,0.9676762819290161,0.9447696805000305,01:26
75,0.30822744965553284,0.483442485332489,0.8755408525466919,0.9686943292617798,0.9452787041664124,01:24
76,0.2967870533466339,0.48234522342681885,0.877577006816864,0.9671671986579895,0.9455332159996033,01:25
77,0.2809467613697052,0.4773806035518646,0.8763043880462646,0.9674217104911804,0.9437515735626221,01:25
78,0.2874389588832855,0.48213183879852295,0.8778315186500549,0.967930793762207,0.9432425498962402,01:25
79,0.30019211769104004,0.48329687118530273,0.8768134117126465,0.968185305595398,0.9434970617294312,01:24
