epoch,train_loss,valid_loss,accuracy,time
0,1.9579113721847534,2.0027480125427246,0.30669382214546204,01:04
1,1.8942396640777588,1.9123839139938354,0.3341817259788513,01:04
2,1.7962603569030762,4.5139594078063965,0.16747264564037323,01:04
3,1.662247896194458,1.6690647602081299,0.4420972168445587,01:04
4,1.467713475227356,2.1091113090515137,0.42988038063049316,01:04
5,1.2804139852523804,1.2293603420257568,0.5869178175926208,01:03
6,1.1402794122695923,1.8344594240188599,0.430389404296875,01:04
7,1.0349148511886597,1.0032024383544922,0.6754899621009827,01:03
8,0.9134734869003296,1.1745147705078125,0.6080427765846252,01:04
9,0.805972158908844,0.8254936337471008,0.7223212122917175,01:03
10,0.7233633399009705,1.008400559425354,0.6630185842514038,01:03
11,0.6572479009628296,0.7368075251579285,0.7574446201324463,01:03
12,0.5439723134040833,0.785846471786499,0.7363196611404419,01:04
13,0.47955936193466187,0.7587025165557861,0.7694069743156433,01:03
14,0.4068971872329712,0.7402285933494568,0.7793331742286682,01:03
15,0.34266066551208496,0.6992120742797852,0.7963858246803284,01:04
16,0.2896224558353424,0.6956743597984314,0.7989310026168823,01:03
17,0.26297998428344727,0.6738230586051941,0.8022397756576538,01:05
18,0.24274124205112457,0.6709057092666626,0.8027487993240356,01:05
19,0.2367296665906906,0.6764594316482544,0.8024942874908447,01:05
