epoch,train_loss,valid_loss,accuracy,time
0,2.1500072479248047,2.1419167518615723,0.25095444917678833,01:30
1,2.160428047180176,2.0801103115081787,0.2802239656448364,01:28
2,2.147928237915039,4.315252780914307,0.19597862660884857,01:28
3,2.0267386436462402,1.8438795804977417,0.33443623781204224,01:28
4,1.9409035444259644,2.0938539505004883,0.28073301911354065,01:28
5,1.8615132570266724,1.53972327709198,0.4634767174720764,01:27
6,1.7442981004714966,1.5995099544525146,0.42937132716178894,01:27
7,1.6551343202590942,1.4148603677749634,0.515907347202301,01:27
8,1.5810118913650513,1.8908929824829102,0.3517434597015381,01:27
9,1.5192419290542603,1.2110649347305298,0.5775006413459778,01:28
10,1.4292185306549072,1.2294700145721436,0.5711376667022705,01:27
11,1.3428094387054443,1.0144652128219604,0.6446933150291443,01:28
12,1.2971529960632324,1.0219167470932007,0.6416391134262085,01:27
13,1.2438387870788574,0.8834325671195984,0.6981419920921326,01:27
14,1.1788406372070312,0.8395327925682068,0.7067956328392029,01:27
15,1.1163663864135742,0.7850238084793091,0.731229305267334,01:30
16,1.0513068437576294,0.7586928009986877,0.7421735525131226,01:31
17,1.035811424255371,0.7324855923652649,0.7551539540290833,01:31
18,1.0085729360580444,0.7182023525238037,0.7602443099021912,01:30
19,1.0076019763946533,0.72211092710495,0.7569355964660645,01:30
