epoch,train_loss,valid_loss,accuracy,time
0,1.986880898475647,2.232973098754883,0.2501908838748932,01:00
1,1.8919013738632202,1.7493607997894287,0.38712140917778015,00:59
2,1.8034204244613647,2.606241464614868,0.2634257972240448,01:00
3,1.6733534336090088,1.9054139852523804,0.3810129761695862,01:02
4,1.4446048736572266,2.7325236797332764,0.3143293559551239,01:05
5,1.3060684204101562,1.1248987913131714,0.6138966679573059,01:03
6,1.152919888496399,1.3962807655334473,0.5072537660598755,01:03
7,1.0435091257095337,0.952803909778595,0.6808348298072815,01:04
8,0.9327737092971802,1.2736670970916748,0.5797913074493408,01:04
9,0.826879620552063,0.8563130497932434,0.7174853682518005,01:04
10,0.7234398722648621,0.8896869421005249,0.703995943069458,01:04
11,0.633924663066864,0.7185620665550232,0.7653346657752991,01:04
12,0.5506919026374817,0.7829049825668335,0.7439551949501038,01:04
13,0.44459986686706543,0.6668505668640137,0.7821328639984131,01:04
14,0.3812757730484009,0.6838014721870422,0.7882412672042847,01:03
15,0.3316633403301239,0.6820439100265503,0.7979129552841187,01:03
16,0.27042970061302185,0.6825743913650513,0.8007126450538635,01:03
17,0.24490217864513397,0.6516660451889038,0.8091117143630981,01:03
18,0.2130662053823471,0.6508973836898804,0.8103843331336975,01:03
19,0.20451833307743073,0.6496328711509705,0.811911404132843,01:04
