epoch,train_loss,valid_loss,accuracy,time
0,2.208442449569702,2.068660020828247,0.2585899829864502,01:24
1,2.064978837966919,1.994755506515503,0.2697887420654297,01:24
2,2.023009777069092,2.093794107437134,0.27233392000198364,01:23
3,1.9938856363296509,1.8308360576629639,0.3680325746536255,01:24
4,1.939438819885254,2.5436484813690186,0.24942733347415924,01:23
5,1.8537904024124146,1.604777455329895,0.4545685946941376,01:24
6,1.7386109828948975,1.8482840061187744,0.3746500313282013,01:23
7,1.6953918933868408,1.4748103618621826,0.4879104197025299,01:23
8,1.6142594814300537,1.803826093673706,0.37388649582862854,01:24
9,1.5440210103988647,1.3591971397399902,0.5319419503211975,01:23
10,1.4929817914962769,1.3259825706481934,0.5383049249649048,01:24
11,1.4243401288986206,1.1853644847869873,0.5945532917976379,01:23
12,1.3887159824371338,1.2634117603302002,0.569610595703125,01:24
13,1.3364061117172241,1.1191904544830322,0.6126240491867065,01:23
14,1.288173794746399,1.072005271911621,0.6357851624488831,01:23
15,1.2478147745132446,1.0446232557296753,0.650547206401825,01:23
16,1.2028722763061523,1.0358715057373047,0.652837872505188,01:23
17,1.177193284034729,1.0103914737701416,0.6574192047119141,01:23
18,1.1433943510055542,1.0135555267333984,0.6597098708152771,01:23
19,1.1745843887329102,0.9986478090286255,0.6642911434173584,01:24
