epoch,train_loss,valid_loss,accuracy,time
0,2.1021010875701904,2.0220041275024414,0.26902520656585693,01:21
1,1.9996774196624756,1.949062466621399,0.2998218238353729,01:21
2,1.9117869138717651,2.150848865509033,0.3161109685897827,01:20
3,1.7693217992782593,1.613036870956421,0.41180962324142456,01:20
4,1.6763280630111694,1.8020284175872803,0.34588953852653503,01:20
5,1.602168083190918,1.5799535512924194,0.43980658054351807,01:21
6,1.4667128324508667,1.8311316967010498,0.39348435401916504,01:21
7,1.3534557819366455,1.1187453269958496,0.6225502490997314,01:20
8,1.2434135675430298,1.7310819625854492,0.4846016764640808,01:20
9,1.1854842901229858,0.9494564533233643,0.6782896518707275,01:19
10,1.0853432416915894,1.2810814380645752,0.5711376667022705,01:18
11,1.0046312808990479,0.8503947854042053,0.708831787109375,01:17
12,0.9235529899597168,0.9615352749824524,0.6884703636169434,01:17
13,0.8343365788459778,0.732423722743988,0.7594807744026184,01:17
14,0.7890529036521912,0.7140063047409058,0.7638075947761536,01:17
15,0.754176139831543,0.6772443056106567,0.7793331742286682,01:17
16,0.7013126611709595,0.6522288918495178,0.7879867553710938,01:17
17,0.684753954410553,0.6319596171379089,0.7923135757446289,01:18
18,0.6509462594985962,0.630602240562439,0.7918045520782471,01:18
19,0.639336884021759,0.6275510787963867,0.7963858246803284,01:18
