epoch,train_loss,valid_loss,accuracy,top_5_accuracy,time
0,1.9658877849578857,1.9885077476501465,0.30338507890701294,0.81674724817276,01:24
1,1.7906564474105835,1.758210301399231,0.3891575336456299,0.8623059391975403,01:23
2,1.7220678329467773,1.688078761100769,0.41639092564582825,0.8717230558395386,01:22
3,1.6299129724502563,1.5849884748458862,0.4581318497657776,0.8941206336021423,01:22
4,1.623810052871704,2.033163070678711,0.36599645018577576,0.8556884527206421,01:22
5,1.555426836013794,1.497025728225708,0.4891830086708069,0.9058284759521484,01:22
6,1.546481966972351,2.6930904388427734,0.3351998031139374,0.7403919696807861,01:22
7,1.462123990058899,1.5517079830169678,0.4807839095592499,0.9218630790710449,01:22
8,1.3931353092193604,2.2560107707977295,0.3514889180660248,0.8050394654273987,01:22
9,1.330176830291748,1.4186311960220337,0.520743191242218,0.9251717925071716,01:22
10,1.2760491371154785,1.8458335399627686,0.4469330608844757,0.8760498762130737,01:22
11,1.2137720584869385,1.266427755355835,0.5841180682182312,0.9305166602134705,01:22
12,1.1458144187927246,1.328666090965271,0.5243064165115356,0.9269534349441528,01:22
13,1.1018058061599731,1.3429334163665771,0.5589208602905273,0.9155001044273376,01:22
14,1.048364520072937,1.8202251195907593,0.4420972168445587,0.9335708618164062,01:22
15,0.9953379034996033,0.8876510858535767,0.6986510753631592,0.96309494972229,01:22
16,0.9831891655921936,1.6782100200653076,0.5347416400909424,0.9231356382369995,01:23
17,0.9510160088539124,0.7748850584030151,0.7434461712837219,0.9689488410949707,01:22
18,0.8854284882545471,2.089810609817505,0.49147364497184753,0.9137185215950012,01:23
19,0.8648129105567932,0.7824373245239258,0.7452278137207031,0.9686943292617798,01:22
20,0.8324251174926758,1.1843069791793823,0.6133876442909241,0.9353525042533875,01:22
21,0.8112784028053284,0.7964535355567932,0.7375922799110413,0.9653856158256531,01:22
22,0.7492071986198425,1.0336956977844238,0.6640366315841675,0.9552049040794373,01:22
23,0.7260282635688782,0.8075805306434631,0.7467548847198486,0.9564774632453918,01:22
24,0.6888458132743835,2.1179380416870117,0.44922372698783875,0.8862305879592896,01:22
25,0.6643983721733093,0.7623897790908813,0.768134355545044,0.9740391969680786,01:23
26,0.652643620967865,1.19319748878479,0.6347671151161194,0.9284805059432983,01:22
27,0.6082053184509277,0.6618413329124451,0.7996945977210999,0.9760753512382507,01:22
28,0.5875043272972107,0.7634943127632141,0.7610079050064087,0.9628404378890991,01:22
29,0.5734583735466003,0.678123414516449,0.7961313128471375,0.9788750410079956,01:22
30,0.535423219203949,0.7860350608825684,0.7668617963790894,0.9702214598655701,01:23
31,0.5451942086219788,0.6759777665138245,0.8007126450538635,0.9755663275718689,01:23
32,0.5042333602905273,0.9424077272415161,0.7159582376480103,0.9623313546180725,01:22
33,0.49076128005981445,0.6425934433937073,0.7956222891807556,0.9814202189445496,01:22
34,0.4944966435432434,0.8321591019630432,0.7673708200454712,0.9707304835319519,01:22
35,0.46036070585250854,0.6793165802955627,0.7991855144500732,0.9745482206344604,01:22
36,0.4452430009841919,0.7992535829544067,0.7638075947761536,0.9727665781974792,01:22
37,0.4374355673789978,0.702216386795044,0.8093662261962891,0.9804021120071411,01:22
38,0.4047246277332306,0.8298185467720032,0.7526088356971741,0.9720030426979065,01:22
39,0.3951738774776459,0.6537724733352661,0.814202070236206,0.9781115055084229,01:22
40,0.3885744512081146,0.9170276522636414,0.7686434388160706,0.9702214598655701,01:22
41,0.3960309326648712,0.7173265814781189,0.8149656653404236,0.9826927781105042,01:22
42,0.3469211161136627,0.8109490871429443,0.7655892372131348,0.9722575545310974,01:22
43,0.34518352150917053,0.6380621194839478,0.8180198669433594,0.9816747307777405,01:23
44,0.32579073309898376,0.7107701897621155,0.8088572025299072,0.9725120663642883,01:23
45,0.3230125606060028,0.6468021273612976,0.8213285803794861,0.9776024222373962,01:23
46,0.300956666469574,0.8704144954681396,0.7785696387290955,0.9730211496353149,01:23
47,0.29489806294441223,0.6567617654800415,0.8330364227294922,0.9842199087142944,01:23
48,0.28094229102134705,0.7816200256347656,0.8106388449668884,0.9755663275718689,01:22
49,0.27293169498443604,0.6906841397285461,0.8315092921257019,0.9811657071113586,01:22
50,0.2633449137210846,0.6871544122695923,0.8228557109832764,0.9791295528411865,01:22
51,0.25559452176094055,0.6658749580383301,0.8340544700622559,0.9814202189445496,01:22
52,0.23944205045700073,0.6938676238059998,0.8259099125862122,0.9791295528411865,01:22
53,0.2357574850320816,0.6389520764350891,0.8317638039588928,0.9826927781105042,01:22
54,0.2252308875322342,0.6613842844963074,0.8327818512916565,0.9819292426109314,01:22
55,0.2140512317419052,0.6803873181343079,0.8340544700622559,0.9783660173416138,01:22
56,0.21914434432983398,0.6991661190986633,0.8350725173950195,0.9768388867378235,01:22
57,0.20947961509227753,0.696296215057373,0.8376176953315735,0.9801476001739502,01:22
58,0.19597794115543365,0.7127298712730408,0.838381290435791,0.9809111952781677,01:22
59,0.19128134846687317,0.6833556294441223,0.8470348715782166,0.9809111952781677,01:22
60,0.1821519434452057,0.6976372003555298,0.8332909345626831,0.9798930883407593,01:22
61,0.18142400681972504,0.6556535959243774,0.8406718969345093,0.9837108850479126,01:22
62,0.19239746034145355,0.6730934381484985,0.8467803597450256,0.9834563732147217,01:24
63,0.16072417795658112,0.6439069509506226,0.8480529189109802,0.9826927781105042,01:24
64,0.15590544044971466,0.6658596992492676,0.8452532291412354,0.9821837544441223,01:23
65,0.16172870993614197,0.6937687993049622,0.8508526086807251,0.9824382662773132,01:23
66,0.1619747430086136,0.6849042177200317,0.8457622528076172,0.9824382662773132,01:25
67,0.15846621990203857,0.6926552653312683,0.8488165140151978,0.9837108850479126,01:23
68,0.14698576927185059,0.6698317527770996,0.8485620021820068,0.9844744205474854,01:23
69,0.14828799664974213,0.6700912714004517,0.8523797392845154,0.9844744205474854,01:23
70,0.14877712726593018,0.656402051448822,0.853397786617279,0.9842199087142944,01:23
71,0.1320488452911377,0.6555631160736084,0.853397786617279,0.9849834442138672,01:23
72,0.1287756711244583,0.6520141959190369,0.8556884527206421,0.9839653968811035,01:24
73,0.14496830105781555,0.649605393409729,0.8554339408874512,0.9857469797134399,01:24
74,0.13608290255069733,0.6546850800514221,0.8564520478248596,0.9849834442138672,01:23
75,0.13710877299308777,0.647785484790802,0.8577246069908142,0.9849834442138672,01:23
76,0.1349656730890274,0.6587277054786682,0.8544158935546875,0.9852379560470581,01:23
77,0.13419456779956818,0.6542733907699585,0.8551794290542603,0.9857469797134399,01:23
78,0.1267351657152176,0.6492828130722046,0.8564520478248596,0.9852379560470581,01:23
79,0.1415044665336609,0.655373215675354,0.8544158935546875,0.9857469797134399,01:23
